Teams,Borda Points
alabama-crimson-tide,1475
clemson-tigers,1406
notre-dame-fighting-irish,1355
lsu-tigers,1282
michigan-wolverines,1208
texas-longhorns,1146
georgia-bulldogs,1099
oklahoma-sooners,1034
ucf-knights,968
florida-gators,963
ohio-state-buckeyes,952
kentucky-wildcats,726
west-virginia-mountaineers,722
washington-state-cougars,666
washington-huskies,655
texas-am-aggies,603
penn-state-nittany-lions,505
iowa-hawkeyes,478
oregon-ducks,433
wisconsin-badgers,347
south-florida-bulls,286
north-carolina-state-wolfpack,182
utah-utes,170
stanford-cardinal,134
appalachian-state-mountaineers,78
texas-tech-red-raiders,54
utah-state-aggies,48
san-diego-state-aztecs,48
fresno-state-bulldogs,35
miami-fl-hurricanes,34
virginia-cavaliers,24
houston-cougars,19
purdue-boilermakers,17
michigan-state-spartans,8
cincinnati-bearcats,7
auburn-tigers,3
boston-college-eagles,2
mississippi-state-bulldogs,2
uab-blazers,1
