Teams,Borda Points
clemson-tigers,1545
alabama-crimson-tide,1488
georgia-bulldogs,1387
lsu-tigers,1339
oklahoma-sooners,1311
ohio-state-buckeyes,1294
notre-dame-fighting-irish,1124
florida-gators,1003
utah-utes,976
michigan-wolverines,965
texas-longhorns,940
wisconsin-badgers,785
penn-state-nittany-lions,784
ucf-knights,765
oregon-ducks,732
texas-am-aggies,725
iowa-hawkeyes,601
washington-state-cougars,513
boise-state-broncos,332
virginia-cavaliers,310
washington-huskies,225
california-golden-bears,205
arizona-state-sun-devils,203
tcu-horned-frogs,127
kansas-state-wildcats,116
oklahoma-state-cowboys,73
army-west-point-black-knights,64
michigan-state-spartans,51
memphis-tigers,36
byu-cougars,19
wake-forest-demon-deacons,19
iowa-state-cyclones,11
temple-owls,10
mississippi-state-bulldogs,5
appalachian-state-mountaineers,3
minnesota-golden-gophers,2
