Teams,Borda Points
lsu-tigers,1542
ohio-state-buckeyes,1480
clemson-tigers,1441
alabama-crimson-tide,1312
georgia-bulldogs,1267
oregon-ducks,1224
minnesota-golden-gophers,1164
utah-utes,1099
penn-state-nittany-lions,1003
oklahoma-sooners,1000
florida-gators,934
baylor-bears,932
auburn-tigers,871
michigan-wolverines,744
wisconsin-badgers,657
notre-dame-fighting-irish,593
cincinnati-bearcats,567
memphis-tigers,510
boise-state-broncos,371
southern-methodist-mustangs,346
navy-midshipmen,228
texas-longhorns,200
iowa-hawkeyes,197
indiana-hoosiers,108
oklahoma-state-cowboys,77
appalachian-state-mountaineers,73
kansas-state-wildcats,67
texas-am-aggies,42
wake-forest-demon-deacons,38
louisiana-tech-bulldogs,25
virginia-cavaliers,12
san-diego-state-aztecs,7
virginia-tech-hokies,4
iowa-state-cyclones,4
washington-huskies,3
pittsburgh-panthers,2
ucf-knights,2
north-dakota-state-bison,1
illinois-fighting-illini,1
usc-trojans,1
