Teams,Borda Points
lsu-tigers,1542
ohio-state-buckeyes,1480
clemson-tigers,1441
alabama-crimson-tide,1312
georgia-bulldogs,1267
oregon-ducks,1224
minnesota-golden-gophers,1164
utah-utes,1099
penn-state-nittany-lions,1003
oklahoma-sooners,1000
florida-gators,934
baylor-bears,932
auburn-tigers,871
michigan-wolverines,744
wisconsin-badgers,657
notre-dame-fighting-irish,593
cincinnati-bearcats,567
memphis-tigers,510
boise-state-broncos,372
southern-methodist-mustangs,347
navy-midshipmen,232
texas-longhorns,203
iowa-hawkeyes,199
indiana-hoosiers,111
oklahoma-state-cowboys,77
appalachian-state-mountaineers,75
kansas-state-wildcats,68
texas-am-aggies,42
louisiana-tech-bulldogs,27
virginia-cavaliers,14
san-diego-state-aztecs,7
virginia-tech-hokies,4
iowa-state-cyclones,4
pittsburgh-panthers,3
washington-huskies,3
air-force-falcons,2
illinois-fighting-illini,2
ucf-knights,2
north-dakota-state-bison,1
usc-trojans,1
