Teams,Borda Points
lsu-tigers,1542
ohio-state-buckeyes,1478
clemson-tigers,1442
georgia-bulldogs,1343
alabama-crimson-tide,1263
oregon-ducks,1243
utah-utes,1155
oklahoma-sooners,1144
penn-state-nittany-lions,1030
florida-gators,984
minnesota-golden-gophers,904
michigan-wolverines,831
baylor-bears,793
wisconsin-badgers,757
notre-dame-fighting-irish,686
auburn-tigers,646
memphis-tigers,561
iowa-hawkeyes,525
boise-state-broncos,431
southern-methodist-mustangs,385
oklahoma-state-cowboys,252
appalachian-state-mountaineers,205
texas-am-aggies,167
virginia-tech-hokies,85
indiana-hoosiers,69
iowa-state-cyclones,44
virginia-cavaliers,33
navy-midshipmen,21
air-force-falcons,18
pittsburgh-panthers,14
san-diego-state-aztecs,10
usc-trojans,10
texas-longhorns,7
washington-huskies,6
north-dakota-state-bison,2
illinois-fighting-illini,2
