Teams,Borda Points
alabama-crimson-tide,1503
lsu-tigers,1449
clemson-tigers,1427
ohio-state-buckeyes,1404
oklahoma-sooners,1333
wisconsin-badgers,1245
penn-state-nittany-lions,1129
notre-dame-fighting-irish,1042
florida-gators,1041
georgia-bulldogs,995
auburn-tigers,985
oregon-ducks,906
utah-utes,729
boise-state-broncos,716
texas-longhorns,672
michigan-wolverines,648
arizona-state-sun-devils,525
baylor-bears,470
southern-methodist-mustangs,398
minnesota-golden-gophers,334
cincinnati-bearcats,310
missouri-tigers,238
iowa-hawkeyes,213
appalachian-state-mountaineers,155
washington-huskies,109
iowa-state-cyclones,37
temple-owls,33
wake-forest-demon-deacons,27
california-golden-bears,20
virginia-cavaliers,9
memphis-tigers,6
south-carolina-gamecocks,4
ucf-knights,4
usc-trojans,4
texas-am-aggies,3
louisiana-tech-bulldogs,2
san-diego-state-aztecs,2
