Teams,Borda Points
alabama-crimson-tide,1427
florida-state-seminoles,1412
oregon-ducks,1403
baylor-bears,1245
ohio-state-buckeyes,1241
tcu-horned-frogs,1235
michigan-state-spartans,1086
mississippi-state-bulldogs,1052
ole-miss-rebels,959
kansas-state-wildcats,864
georgia-tech-yellow-jackets,864
arizona-wildcats,805
georgia-bulldogs,729
ucla-bruins,648
missouri-tigers,590
arizona-state-sun-devils,589
wisconsin-badgers,532
clemson-tigers,501
auburn-tigers,443
louisville-cardinals,400
boise-state-broncos,363
lsu-tigers,218
utah-utes,132
usc-trojans,111
nebraska-cornhuskers,75
minnesota-golden-gophers,58
oklahoma-sooners,46
marshall-thundering-herd,36
memphis-tigers,34
duke-blue-devils,32
colorado-state-rams,13
northern-illinois-huskies,11
air-force-falcons,7
cincinnati-bearcats,5
west-virginia-mountaineers,4
ucf-knights,4
stanford-cardinal,1
