Teams,Borda Points
florida-state-seminoles,1461
auburn-tigers,1459
mississippi-state-bulldogs,1321
ole-miss-rebels,1320
baylor-bears,1261
notre-dame-fighting-irish,1189
alabama-crimson-tide,1071
michigan-state-spartans,1012
tcu-horned-frogs,998
arizona-wildcats,964
oklahoma-sooners,930
georgia-bulldogs,889
texas-am-aggies,779
ohio-state-buckeyes,586
oklahoma-state-cowboys,582
kansas-state-wildcats,538
ucla-bruins,517
east-carolina-pirates,399
arizona-state-sun-devils,377
nebraska-cornhuskers,329
georgia-tech-yellow-jackets,282
missouri-tigers,254
utah-utes,242
stanford-cardinal,179
clemson-tigers,116
marshall-thundering-herd,96
usc-trojans,75
lsu-tigers,46
louisville-cardinals,46
byu-cougars,35
west-virginia-mountaineers,20
arkansas-razorbacks,17
california-golden-bears,9
wisconsin-badgers,9
kentucky-wildcats,8
penn-state-nittany-lions,7
rutgers-scarlet-knights,6
north-dakota-state-bison,4
minnesota-golden-gophers,3
virginia-cavaliers,2
south-carolina-gamecocks,2
