Teams,Borda Points
florida-state-seminoles,1439
oregon-ducks,1398
alabama-crimson-tide,1378
oklahoma-sooners,1344
auburn-tigers,1268
texas-am-aggies,1232
baylor-bears,1143
notre-dame-fighting-irish,967
michigan-state-spartans,905
ole-miss-rebels,889
ucla-bruins,806
georgia-bulldogs,789
south-carolina-gamecocks,764
mississippi-state-bulldogs,706
arizona-state-sun-devils,702
stanford-cardinal,564
lsu-tigers,541
usc-trojans,459
wisconsin-badgers,451
byu-cougars,376
nebraska-cornhuskers,296
ohio-state-buckeyes,196
east-carolina-pirates,180
oklahoma-state-cowboys,132
kansas-state-wildcats,131
duke-blue-devils,86
penn-state-nittany-lions,81
clemson-tigers,48
tcu-horned-frogs,35
marshall-thundering-herd,33
utah-utes,31
washington-huskies,30
georgia-tech-yellow-jackets,22
boston-college-eagles,19
west-virginia-mountaineers,15
cincinnati-bearcats,11
arizona-wildcats,9
arkansas-razorbacks,9
oregon-state-beavers,5
missouri-tigers,5
north-dakota-state-bison,3
indiana-hoosiers,1
