Teams,Borda Points
ohio-state-buckeyes,1450
oregon-ducks,1378
tcu-horned-frogs,1331
alabama-crimson-tide,1280
michigan-state-spartans,1225
baylor-bears,1129
georgia-tech-yellow-jackets,1110
georgia-bulldogs,966
ucla-bruins,947
mississippi-state-bulldogs,811
arizona-state-sun-devils,799
wisconsin-badgers,770
missouri-tigers,757
clemson-tigers,730
boise-state-broncos,702
ole-miss-rebels,587
kansas-state-wildcats,563
arizona-wildcats,548
usc-trojans,366
utah-utes,349
auburn-tigers,257
marshall-thundering-herd,206
louisville-cardinals,154
memphis-tigers,125
stanford-cardinal,41
notre-dame-fighting-irish,40
air-force-falcons,29
nebraska-cornhuskers,29
duke-blue-devils,28
lsu-tigers,17
arkansas-razorbacks,15
utah-state-aggies,14
minnesota-golden-gophers,12
oklahoma-sooners,9
texas-am-aggies,9
northern-illinois-huskies,5
colorado-state-rams,4
