Teams,Borda Points
alabama-crimson-tide,1550
notre-dame-fighting-irish,1481
ohio-state-buckeyes,1403
clemson-tigers,1392
texas-am-aggies,1262
florida-gators,1226
cincinnati-bearcats,1204
byu-cougars,1113
miami-fl-hurricanes,991
indiana-hoosiers,984
georgia-bulldogs,919
iowa-state-cyclones,873
oklahoma-sooners,815
coastal-carolina-chanticleers,694
marshall-thundering-herd,601
northwestern-wildcats,577
usc-trojans,541
wisconsin-badgers,531
oklahoma-state-cowboys,426
louisiana-lafayette-ragin-cajuns,353
oregon-ducks,326
tulsa-golden-hurricane,245
washington-huskies,218
iowa-hawkeyes,119
liberty-flames,68
north-carolina-tar-heels,65
buffalo-bulls,57
texas-longhorns,39
auburn-tigers,25
colorado-buffaloes,21
san-jose-state-spartans,9
southern-methodist-mustangs,8
boise-state-broncos,8
oregon-state-beavers,1
ucf-knights,1
