Teams,Borda Points
alabama-crimson-tide,1517
oklahoma-sooners,1422
georgia-bulldogs,1385
florida-gators,1298
lsu-tigers,1296
notre-dame-fighting-irish,1216
auburn-tigers,1116
texas-longhorns,1094
texas-am-aggies,1043
oklahoma-state-cowboys,988
north-carolina-tar-heels,953
cincinnati-bearcats,706
ucf-knights,691
tennessee-volunteers,585
memphis-tigers,556
miami-fl-hurricanes,522
louisville-cardinals,437
louisiana-lafayette-ragin-cajuns,430
virginia-tech-hokies,414
byu-cougars,411
army-west-point-black-knights,286
appalachian-state-mountaineers,286
kentucky-wildcats,282
pittsburgh-panthers,190
baylor-bears,180
west-virginia-mountaineers,99
georgia-tech-yellow-jackets,88
tcu-horned-frogs,61
arkansas-state-red-wolves,50
virginia-cavaliers,48
southern-methodist-mustangs,40
mississippi-state-bulldogs,18
iowa-state-cyclones,16
south-florida-bulls,7
ole-miss-rebels,6
texas-tech-red-raiders,6
uab-blazers,5
marshall-thundering-herd,4
missouri-tigers,4
air-force-falcons,3
florida-state-seminoles,3
houston-cougars,2
