Teams,Borda Points
clemson-tigers,1524
alabama-crimson-tide,1456
oklahoma-sooners,1361
georgia-bulldogs,1324
lsu-tigers,1247
florida-gators,1241
notre-dame-fighting-irish,1165
auburn-tigers,1076
texas-am-aggies,1020
oklahoma-state-cowboys,972
north-carolina-tar-heels,947
cincinnati-bearcats,706
ucf-knights,690
tennessee-volunteers,584
memphis-tigers,555
miami-fl-hurricanes,521
louisville-cardinals,437
louisiana-lafayette-ragin-cajuns,430
virginia-tech-hokies,414
byu-cougars,410
army-west-point-black-knights,286
appalachian-state-mountaineers,286
kentucky-wildcats,282
pittsburgh-panthers,190
baylor-bears,180
west-virginia-mountaineers,99
georgia-tech-yellow-jackets,88
tcu-horned-frogs,61
arkansas-state-red-wolves,50
virginia-cavaliers,48
southern-methodist-mustangs,40
mississippi-state-bulldogs,18
iowa-state-cyclones,16
south-florida-bulls,7
ole-miss-rebels,6
texas-tech-red-raiders,6
uab-blazers,5
marshall-thundering-herd,4
missouri-tigers,4
air-force-falcons,3
florida-state-seminoles,3
houston-cougars,2
