Teams,Borda Points
clemson-tigers,1542
alabama-crimson-tide,1494
notre-dame-fighting-irish,1337
georgia-bulldogs,1300
ohio-state-buckeyes,1223
oklahoma-state-cowboys,1137
texas-am-aggies,1054
penn-state-nittany-lions,1033
cincinnati-bearcats,1028
florida-gators,942
miami-fl-hurricanes,887
byu-cougars,875
oregon-ducks,841
north-carolina-tar-heels,677
wisconsin-badgers,677
southern-methodist-mustangs,638
iowa-state-cyclones,511
michigan-wolverines,489
virginia-tech-hokies,411
kansas-state-wildcats,399
minnesota-golden-gophers,234
marshall-thundering-herd,228
north-carolina-state-wolfpack,199
usc-trojans,192
coastal-carolina-chanticleers,186
memphis-tigers,79
oklahoma-sooners,74
tulsa-golden-hurricane,60
west-virginia-mountaineers,58
auburn-tigers,49
louisiana-lafayette-ragin-cajuns,43
iowa-hawkeyes,42
liberty-flames,38
utah-utes,36
uab-blazers,31
arkansas-razorbacks,17
air-force-falcons,15
kentucky-wildcats,13
tennessee-volunteers,12
arizona-state-sun-devils,9
virginia-cavaliers,9
washington-huskies,8
south-carolina-gamecocks,8
indiana-hoosiers,4
texas-longhorns,2
