Teams,Borda Points
clemson-tigers,1542
alabama-crimson-tide,1494
notre-dame-fighting-irish,1337
georgia-bulldogs,1300
ohio-state-buckeyes,1223
oklahoma-state-cowboys,1137
texas-am-aggies,1054
penn-state-nittany-lions,1033
cincinnati-bearcats,1028
florida-gators,942
miami-fl-hurricanes,887
byu-cougars,875
oregon-ducks,841
north-carolina-tar-heels,677
wisconsin-badgers,677
southern-methodist-mustangs,638
iowa-state-cyclones,511
michigan-wolverines,489
virginia-tech-hokies,411
kansas-state-wildcats,399
minnesota-golden-gophers,234
marshall-thundering-herd,227
north-carolina-state-wolfpack,200
usc-trojans,192
coastal-carolina-chanticleers,185
memphis-tigers,78
oklahoma-sooners,75
tulsa-golden-hurricane,58
west-virginia-mountaineers,57
auburn-tigers,48
iowa-hawkeyes,42
louisiana-lafayette-ragin-cajuns,41
liberty-flames,37
utah-utes,36
uab-blazers,30
army-west-point-black-knights,29
air-force-falcons,14
kentucky-wildcats,13
tennessee-volunteers,11
south-carolina-gamecocks,9
arizona-state-sun-devils,9
virginia-cavaliers,9
washington-huskies,8
indiana-hoosiers,4
texas-longhorns,1
