Teams,Borda Points
alabama-crimson-tide,1550
notre-dame-fighting-irish,1471
ohio-state-buckeyes,1440
clemson-tigers,1361
texas-am-aggies,1261
florida-gators,1232
cincinnati-bearcats,1209
oregon-ducks,1000
miami-fl-hurricanes,993
northwestern-wildcats,977
indiana-hoosiers,953
georgia-bulldogs,887
oklahoma-sooners,754
iowa-state-cyclones,718
coastal-carolina-chanticleers,684
marshall-thundering-herd,604
wisconsin-badgers,602
usc-trojans,522
texas-longhorns,379
oklahoma-state-cowboys,350
auburn-tigers,313
louisiana-lafayette-ragin-cajuns,272
tulsa-golden-hurricane,217
north-carolina-tar-heels,139
liberty-flames,45
washington-huskies,44
nevada-wolf-pack,41
southern-methodist-mustangs,23
iowa-hawkeyes,20
boise-state-broncos,10
san-jose-state-spartans,6
florida-atlantic-owls,6
buffalo-bulls,5
