Teams,Borda Points
alabama-crimson-tide,1523
georgia-bulldogs,1490
notre-dame-fighting-irish,1379
north-carolina-tar-heels,1252
ohio-state-buckeyes,1204
oklahoma-state-cowboys,1131
cincinnati-bearcats,1033
penn-state-nittany-lions,1022
florida-gators,966
texas-am-aggies,945
oregon-ducks,868
miami-fl-hurricanes,850
byu-cougars,770
auburn-tigers,763
wisconsin-badgers,685
southern-methodist-mustangs,583
tennessee-volunteers,521
michigan-wolverines,466
iowa-state-cyclones,461
louisiana-lafayette-ragin-cajuns,396
kansas-state-wildcats,349
virginia-tech-hokies,242
minnesota-golden-gophers,211
usc-trojans,146
marshall-thundering-herd,130
north-carolina-state-wolfpack,106
oklahoma-sooners,94
ucf-knights,74
tulsa-golden-hurricane,73
boston-college-eagles,54
coastal-carolina-chanticleers,52
utah-utes,35
iowa-hawkeyes,34
uab-blazers,33
west-virginia-mountaineers,30
army-west-point-black-knights,25
memphis-tigers,15
air-force-falcons,14
liberty-flames,10
ole-miss-rebels,8
texas-longhorns,7
arizona-state-sun-devils,7
lsu-tigers,6
houston-cougars,6
washington-huskies,5
missouri-tigers,4
louisiana-tech-bulldogs,3
virginia-cavaliers,3
indiana-hoosiers,2
tcu-horned-frogs,2
