Teams,Borda Points
clemson-tigers,1546
alabama-crimson-tide,1463
georgia-bulldogs,1430
notre-dame-fighting-irish,1317
north-carolina-tar-heels,1190
ohio-state-buckeyes,1152
oklahoma-state-cowboys,1069
cincinnati-bearcats,971
penn-state-nittany-lions,970
florida-gators,904
texas-am-aggies,883
oregon-ducks,817
miami-fl-hurricanes,789
byu-cougars,708
auburn-tigers,702
wisconsin-badgers,633
southern-methodist-mustangs,523
tennessee-volunteers,462
michigan-wolverines,418
iowa-state-cyclones,406
louisiana-lafayette-ragin-cajuns,344
kansas-state-wildcats,303
virginia-tech-hokies,204
minnesota-golden-gophers,177
usc-trojans,125
marshall-thundering-herd,111
north-carolina-state-wolfpack,88
oklahoma-sooners,73
tulsa-golden-hurricane,61
boston-college-eagles,45
coastal-carolina-chanticleers,42
uab-blazers,29
utah-utes,29
iowa-hawkeyes,28
west-virginia-mountaineers,26
army-west-point-black-knights,22
memphis-tigers,13
air-force-falcons,11
liberty-flames,8
texas-longhorns,6
ole-miss-rebels,6
arizona-state-sun-devils,6
lsu-tigers,5
houston-cougars,5
washington-huskies,4
virginia-cavaliers,3
missouri-tigers,2
louisiana-tech-bulldogs,2
indiana-hoosiers,1
tcu-horned-frogs,1
