Teams,Borda Points
georgia-bulldogs,1550
alabama-crimson-tide,1449
cincinnati-bearcats,1420
oregon-ducks,1353
ohio-state-buckeyes,1341
notre-dame-fighting-irish,1175
michigan-state-spartans,1161
michigan-wolverines,1134
oklahoma-state-cowboys,1106
ole-miss-rebels,943
baylor-bears,882
oklahoma-sooners,870
wake-forest-demon-deacons,851
byu-cougars,671
utsa-roadrunners,591
texas-am-aggies,583
houston-cougars,509
iowa-hawkeyes,494
wisconsin-badgers,469
pittsburgh-panthers,360
arkansas-razorbacks,280
louisiana-lafayette-ragin-cajuns,262
san-diego-state-aztecs,242
utah-utes,146
north-carolina-state-wolfpack,95
mississippi-state-bulldogs,52
auburn-tigers,43
penn-state-nittany-lions,31
coastal-carolina-chanticleers,28
utah-state-aggies,13
kansas-state-wildcats,12
kentucky-wildcats,10
southern-methodist-mustangs,9
purdue-boilermakers,4
