Teams,Borda Points
alabama-crimson-tide,1571
georgia-bulldogs,1507
ohio-state-buckeyes,1437
oklahoma-sooners,1376
texas-am-aggies,1294
clemson-tigers,1244
cincinnati-bearcats,1157
iowa-state-cyclones,1079
iowa-hawkeyes,988
penn-state-nittany-lions,955
oregon-ducks,929
florida-gators,898
usc-trojans,844
texas-longhorns,743
ucla-bruins,724
coastal-carolina-chanticleers,440
wisconsin-badgers,431
virginia-tech-hokies,407
ole-miss-rebels,387
utah-utes,385
miami-fl-hurricanes,272
arizona-state-sun-devils,272
north-carolina-tar-heels,242
tcu-horned-frogs,102
auburn-tigers,100
north-carolina-state-wolfpack,85
ucf-knights,77
liberty-flames,72
lsu-tigers,71
michigan-wolverines,64
oklahoma-state-cowboys,49
indiana-hoosiers,48
michigan-state-spartans,35
nevada-wolf-pack,29
louisiana-lafayette-ragin-cajuns,18
kansas-state-wildcats,17
byu-cougars,12
ball-state-cardinals,10
boston-college-eagles,10
maryland-terrapins,7
florida-state-seminoles,6
uab-blazers,6
kentucky-wildcats,4
texas-tech-red-raiders,3
army-west-point-black-knights,3
appalachian-state-mountaineers,2
