Teams,Borda Points
georgia-bulldogs,1575
cincinnati-bearcats,1483
oklahoma-sooners,1434
alabama-crimson-tide,1393
ohio-state-buckeyes,1252
michigan-wolverines,1214
penn-state-nittany-lions,1116
oklahoma-state-cowboys,1082
michigan-state-spartans,1076
oregon-ducks,1054
iowa-hawkeyes,1048
ole-miss-rebels,879
notre-dame-fighting-irish,763
coastal-carolina-chanticleers,736
kentucky-wildcats,723
wake-forest-demon-deacons,629
texas-am-aggies,536
north-carolina-state-wolfpack,485
auburn-tigers,397
baylor-bears,378
southern-methodist-mustangs,358
san-diego-state-aztecs,285
pittsburgh-panthers,177
utsa-roadrunners,104
purdue-boilermakers,68
clemson-tigers,64
utah-utes,43
arkansas-razorbacks,29
byu-cougars,21
air-force-falcons,19
iowa-state-cyclones,14
louisiana-lafayette-ragin-cajuns,13
florida-gators,7
arizona-state-sun-devils,7
texas-longhorns,5
ucla-bruins,4
houston-cougars,2
virginia-cavaliers,1
