TeamA,TeamB,A>B,B>A
alabama-crimson-tide,appalachian-state-mountaineers,62,0
alabama-crimson-tide,arkansas-razorbacks,62,0
alabama-crimson-tide,auburn-tigers,62,0
alabama-crimson-tide,baylor-bears,62,0
alabama-crimson-tide,byu-cougars,62,0
alabama-crimson-tide,cincinnati-bearcats,34,28
alabama-crimson-tide,coastal-carolina-chanticleers,62,0
alabama-crimson-tide,georgia-bulldogs,0,62
alabama-crimson-tide,houston-cougars,62,0
alabama-crimson-tide,iowa-hawkeyes,62,0
alabama-crimson-tide,kansas-state-wildcats,62,0
alabama-crimson-tide,kentucky-wildcats,62,0
alabama-crimson-tide,louisiana-lafayette-ragin-cajuns,62,0
alabama-crimson-tide,michigan-state-spartans,62,0
alabama-crimson-tide,michigan-wolverines,62,0
alabama-crimson-tide,mississippi-state-bulldogs,62,0
alabama-crimson-tide,north-carolina-state-wolfpack,62,0
alabama-crimson-tide,notre-dame-fighting-irish,62,0
alabama-crimson-tide,ohio-state-buckeyes,56,6
alabama-crimson-tide,oklahoma-sooners,62,0
alabama-crimson-tide,oklahoma-state-cowboys,60,2
alabama-crimson-tide,ole-miss-rebels,62,0
alabama-crimson-tide,oregon-ducks,59,3
alabama-crimson-tide,penn-state-nittany-lions,62,0
alabama-crimson-tide,pittsburgh-panthers,62,0
alabama-crimson-tide,purdue-boilermakers,62,0
alabama-crimson-tide,san-diego-state-aztecs,62,0
alabama-crimson-tide,southern-methodist-mustangs,62,0
alabama-crimson-tide,texas-am-aggies,62,0
alabama-crimson-tide,utah-state-aggies,62,0
alabama-crimson-tide,utah-utes,62,0
alabama-crimson-tide,utsa-roadrunners,62,0
alabama-crimson-tide,wake-forest-demon-deacons,62,0
alabama-crimson-tide,wisconsin-badgers,62,0
appalachian-state-mountaineers,arkansas-razorbacks,5,55
appalachian-state-mountaineers,auburn-tigers,10,13
appalachian-state-mountaineers,baylor-bears,0,62
appalachian-state-mountaineers,byu-cougars,0,62
appalachian-state-mountaineers,cincinnati-bearcats,0,62
appalachian-state-mountaineers,coastal-carolina-chanticleers,10,4
appalachian-state-mountaineers,georgia-bulldogs,0,62
appalachian-state-mountaineers,houston-cougars,0,60
appalachian-state-mountaineers,iowa-hawkeyes,3,57
appalachian-state-mountaineers,kansas-state-wildcats,10,7
appalachian-state-mountaineers,kentucky-wildcats,11,2
appalachian-state-mountaineers,louisiana-lafayette-ragin-cajuns,2,50
appalachian-state-mountaineers,michigan-state-spartans,0,62
appalachian-state-mountaineers,michigan-wolverines,0,62
appalachian-state-mountaineers,mississippi-state-bulldogs,11,18
appalachian-state-mountaineers,north-carolina-state-wolfpack,8,28
appalachian-state-mountaineers,notre-dame-fighting-irish,0,62
appalachian-state-mountaineers,ohio-state-buckeyes,0,62
appalachian-state-mountaineers,oklahoma-sooners,0,62
appalachian-state-mountaineers,oklahoma-state-cowboys,0,62
appalachian-state-mountaineers,ole-miss-rebels,0,62
appalachian-state-mountaineers,oregon-ducks,0,62
appalachian-state-mountaineers,penn-state-nittany-lions,10,8
appalachian-state-mountaineers,pittsburgh-panthers,3,59
