Teams,Borda Points
georgia-bulldogs,1530
ohio-state-buckeyes,1513
tennessee-volunteers,1476
michigan-wolverines,1382
clemson-tigers,1318
alabama-crimson-tide,1266
tcu-horned-frogs,1214
oregon-ducks,1118
oklahoma-state-cowboys,1075
wake-forest-demon-deacons,966
ucla-bruins,848
penn-state-nittany-lions,835
utah-utes,807
ole-miss-rebels,796
syracuse-orange,684
illinois-fighting-illini,570
lsu-tigers,561
kentucky-wildcats,489
cincinnati-bearcats,447
kansas-state-wildcats,334
north-carolina-tar-heels,334
tulane-green-wave,304
north-carolina-state-wolfpack,214
south-carolina-gamecocks,154
liberty-flames,52
texas-longhorns,51
oregon-state-beavers,38
mississippi-state-bulldogs,12
maryland-terrapins,11
troy-trojans,5
washington-huskies,2
arkansas-razorbacks,2
florida-state-seminoles,2
utsa-roadrunners,2
