Teams,Borda Points
georgia-bulldogs,1574
michigan-wolverines,1513
tcu-horned-frogs,1430
ohio-state-buckeyes,1399
alabama-crimson-tide,1294
tennessee-volunteers,1248
utah-utes,1122
penn-state-nittany-lions,1095
clemson-tigers,1077
kansas-state-wildcats,1064
washington-huskies,987
florida-state-seminoles,770
tulane-green-wave,741
oregon-ducks,733
lsu-tigers,723
oregon-state-beavers,707
ucla-bruins,633
notre-dame-fighting-irish,456
south-carolina-gamecocks,445
texas-longhorns,364
utsa-roadrunners,283
troy-trojans,204
mississippi-state-bulldogs,159
north-carolina-state-wolfpack,82
north-carolina-tar-heels,55
ucf-knights,54
cincinnati-bearcats,45
fresno-state-bulldogs,40
ole-miss-rebels,37
south-alabama-jaguars,23
purdue-boilermakers,22
illinois-fighting-illini,15
boise-state-broncos,8
pittsburgh-panthers,5
minnesota-golden-gophers,3
james-madison-dukes,2
