Teams,Borda Points
georgia-bulldogs,1565
alabama-crimson-tide,1487
ohio-state-buckeyes,1483
michigan-wolverines,1354
clemson-tigers,1311
usc-trojans,1236
kentucky-wildcats,1127
tennessee-volunteers,1119
oklahoma-state-cowboys,1081
north-carolina-state-wolfpack,920
penn-state-nittany-lions,876
utah-utes,760
oregon-ducks,727
ole-miss-rebels,691
washington-huskies,658
baylor-bears,550
texas-am-aggies,545
oklahoma-sooners,530
byu-cougars,483
arkansas-razorbacks,458
minnesota-golden-gophers,288
wake-forest-demon-deacons,266
florida-state-seminoles,246
pittsburgh-panthers,210
kansas-state-wildcats,167
kansas-jayhawks,126
cincinnati-bearcats,60
florida-gators,56
washington-state-cougars,31
syracuse-orange,22
texas-tech-red-raiders,11
north-carolina-tar-heels,9
lsu-tigers,7
james-madison-dukes,4
tulane-green-wave,3
ucla-bruins,3
tcu-horned-frogs,1
