Teams,Borda Points
alabama-crimson-tide,1521
miami-fl-hurricanes,1438
oklahoma-sooners,1367
clemson-tigers,1359
wisconsin-badgers,1325
auburn-tigers,1210
ohio-state-buckeyes,1085
notre-dame-fighting-irish,1062
oklahoma-state-cowboys,954
tcu-horned-frogs,936
usc-trojans,924
penn-state-nittany-lions,878
ucf-knights,866
washington-state-cougars,675
washington-huskies,635
mississippi-state-bulldogs,551
memphis-tigers,495
michigan-wolverines,369
stanford-cardinal,343
lsu-tigers,335
michigan-state-spartans,305
south-florida-bulls,274
west-virginia-mountaineers,270
north-carolina-state-wolfpack,224
virginia-tech-hokies,137
northwestern-wildcats,97
arizona-wildcats,61
iowa-state-cyclones,38
boise-state-broncos,11
georgia-tech-yellow-jackets,7
army-west-point-black-knights,6
south-carolina-gamecocks,3
iowa-hawkeyes,3
