Teams,Borda Points
clemson-tigers,1506
oklahoma-sooners,1474
georgia-bulldogs,1409
alabama-crimson-tide,1307
ohio-state-buckeyes,1300
wisconsin-badgers,1162
auburn-tigers,1123
usc-trojans,1101
penn-state-nittany-lions,1008
ucf-knights,983
miami-fl-hurricanes,948
washington-huskies,820
tcu-horned-frogs,816
notre-dame-fighting-irish,632
stanford-cardinal,629
lsu-tigers,599
oklahoma-state-cowboys,549
michigan-state-spartans,487
memphis-tigers,478
northwestern-wildcats,399
washington-state-cougars,343
virginia-tech-hokies,323
south-florida-bulls,117
mississippi-state-bulldogs,109
boise-state-broncos,68
san-diego-state-aztecs,41
toledo-rockets,25
louisville-cardinals,13
florida-atlantic-owls,8
michigan-wolverines,8
fresno-state-bulldogs,7
missouri-tigers,3
kansas-state-wildcats,2
troy-trojans,1
