Teams,Borda Points
alabama-crimson-tide,1525
penn-state-nittany-lions,1444
georgia-bulldogs,1409
tcu-horned-frogs,1327
wisconsin-badgers,1241
ohio-state-buckeyes,1165
clemson-tigers,1113
miami-fl-hurricanes,1101
notre-dame-fighting-irish,1066
oklahoma-sooners,1040
oklahoma-state-cowboys,894
washington-huskies,836
virginia-tech-hokies,791
north-carolina-state-wolfpack,666
washington-state-cougars,648
michigan-state-spartans,615
south-florida-bulls,604
ucf-knights,500
auburn-tigers,398
stanford-cardinal,345
usc-trojans,320
west-virginia-mountaineers,196
lsu-tigers,183
memphis-tigers,111
iowa-state-cyclones,98
texas-am-aggies,74
michigan-wolverines,61
mississippi-state-bulldogs,43
georgia-tech-yellow-jackets,5
south-carolina-gamecocks,2
toledo-rockets,1
marshall-thundering-herd,1
