Teams,Borda Points
alabama-crimson-tide,1515
clemson-tigers,1458
oklahoma-sooners,1397
penn-state-nittany-lions,1304
usc-trojans,1247
washington-huskies,1188
georgia-bulldogs,1137
michigan-wolverines,1088
tcu-horned-frogs,1029
wisconsin-badgers,1023
ohio-state-buckeyes,1016
virginia-tech-hokies,838
auburn-tigers,735
oklahoma-state-cowboys,698
washington-state-cougars,599
louisville-cardinals,555
south-florida-bulls,454
san-diego-state-aztecs,420
utah-utes,412
florida-gators,389
notre-dame-fighting-irish,285
west-virginia-mountaineers,259
mississippi-state-bulldogs,187
lsu-tigers,124
north-carolina-state-wolfpack,109
duke-blue-devils,100
texas-tech-red-raiders,48
florida-state-seminoles,43
memphis-tigers,37
iowa-hawkeyes,20
stanford-cardinal,11
california-golden-bears,10
ucf-knights,7
colorado-buffaloes,7
minnesota-golden-gophers,4
oregon-ducks,4
kansas-state-wildcats,4
wake-forest-demon-deacons,2
tennessee-volunteers,2
