Teams,Borda Points
alabama-crimson-tide,1521
georgia-bulldogs,1454
oklahoma-sooners,1374
clemson-tigers,1292
ohio-state-buckeyes,1286
ucf-knights,1248
wisconsin-badgers,1194
penn-state-nittany-lions,1120
tcu-horned-frogs,974
auburn-tigers,917
notre-dame-fighting-irish,857
usc-trojans,839
miami-fl-hurricanes,769
oklahoma-state-cowboys,758
michigan-state-spartans,705
washington-huskies,668
northwestern-wildcats,529
lsu-tigers,369
mississippi-state-bulldogs,360
stanford-cardinal,338
south-florida-bulls,268
boise-state-broncos,252
north-carolina-state-wolfpack,232
virginia-tech-hokies,127
memphis-tigers,120
washington-state-cougars,85
south-carolina-gamecocks,46
iowa-state-cyclones,36
florida-atlantic-owls,35
fresno-state-bulldogs,15
troy-trojans,14
san-diego-state-aztecs,3
iowa-hawkeyes,2
