Teams,Borda Points
alabama-crimson-tide,1524
ohio-state-buckeyes,1447
clemson-tigers,1338
penn-state-nittany-lions,1323
usc-trojans,1254
washington-huskies,1131
michigan-wolverines,1104
wisconsin-badgers,1037
florida-state-seminoles,1031
oklahoma-state-cowboys,1009
lsu-tigers,955
auburn-tigers,931
stanford-cardinal,832
georgia-bulldogs,745
miami-fl-hurricanes,597
louisville-cardinals,590
virginia-tech-hokies,550
kansas-state-wildcats,454
washington-state-cougars,263
south-florida-bulls,247
florida-gators,202
tcu-horned-frogs,187
notre-dame-fighting-irish,169
tennessee-volunteers,156
utah-utes,119
ucla-bruins,103
west-virginia-mountaineers,93
colorado-buffaloes,82
maryland-terrapins,63
oregon-ducks,57
south-carolina-gamecocks,56
boise-state-broncos,28
northwestern-wildcats,25
houston-cougars,16
san-diego-state-aztecs,15
texas-tech-red-raiders,6
iowa-hawkeyes,5
kentucky-wildcats,5
california-golden-bears,3
vanderbilt-commodores,2
mississippi-state-bulldogs,2
pittsburgh-panthers,2
michigan-state-spartans,2
navy-midshipmen,2
nebraska-cornhuskers,2
