Teams,Borda Points
alabama-crimson-tide,1525
penn-state-nittany-lions,1432
georgia-bulldogs,1417
tcu-horned-frogs,1322
wisconsin-badgers,1242
ohio-state-buckeyes,1187
clemson-tigers,1125
miami-fl-hurricanes,1114
oklahoma-sooners,1082
oklahoma-state-cowboys,930
washington-huskies,849
notre-dame-fighting-irish,841
virginia-tech-hokies,780
north-carolina-state-wolfpack,629
south-florida-bulls,626
washington-state-cougars,623
michigan-state-spartans,618
michigan-wolverines,612
ucf-knights,447
auburn-tigers,363
stanford-cardinal,334
west-virginia-mountaineers,209
lsu-tigers,138
memphis-tigers,93
san-diego-state-aztecs,76
texas-am-aggies,70
iowa-state-cyclones,25
virginia-cavaliers,15
kentucky-wildcats,11
utah-utes,6
mississippi-state-bulldogs,5
navy-midshipmen,3
south-carolina-gamecocks,3
iowa-hawkeyes,3
texas-tech-red-raiders,3
georgia-tech-yellow-jackets,2
florida-state-seminoles,2
marshall-thundering-herd,2
