Teams,Borda Points
alabama-crimson-tide,1525
clemson-tigers,1464
stanford-cardinal,1360
ohio-state-buckeyes,1342
oklahoma-sooners,1270
michigan-state-spartans,1227
tcu-horned-frogs,1098
houston-cougars,1050
iowa-hawkeyes,981
ole-miss-rebels,975
notre-dame-fighting-irish,953
michigan-wolverines,911
baylor-bears,820
florida-state-seminoles,630
north-carolina-tar-heels,564
lsu-tigers,546
utah-utes,499
navy-midshipmen,466
oregon-ducks,393
oklahoma-state-cowboys,376
wisconsin-badgers,336
tennessee-volunteers,264
northwestern-wildcats,207
western-kentucky-hilltoppers,131
florida-gators,126
georgia-bulldogs,110
washington-state-cougars,52
san-diego-state-aztecs,46
toledo-rockets,29
arkansas-razorbacks,29
usc-trojans,10
appalachian-state-mountaineers,9
boise-state-broncos,4
duke-blue-devils,3
temple-owls,2
byu-cougars,1
