Teams,Borda Points
clemson-tigers,1496
ohio-state-buckeyes,1461
alabama-crimson-tide,1425
oklahoma-state-cowboys,1312
notre-dame-fighting-irish,1298
oklahoma-sooners,1222
florida-gators,1112
michigan-state-spartans,1067
baylor-bears,1004
tcu-horned-frogs,918
north-carolina-tar-heels,852
houston-cougars,851
michigan-wolverines,799
stanford-cardinal,728
florida-state-seminoles,619
lsu-tigers,609
utah-utes,574
navy-midshipmen,526
northwestern-wildcats,458
wisconsin-badgers,397
usc-trojans,248
oregon-ducks,221
washington-state-cougars,216
ole-miss-rebels,61
toledo-rockets,54
arkansas-razorbacks,47
memphis-tigers,47
mississippi-state-bulldogs,34
ucla-bruins,29
pittsburgh-panthers,22
temple-owls,19
georgia-bulldogs,12
texas-am-aggies,10
bowling-green-falcons,6
western-kentucky-hilltoppers,6
air-force-falcons,2
arkansas-state-red-wolves,2
