Teams,Borda Points
ohio-state-buckeyes,1495
alabama-crimson-tide,1433
baylor-bears,1406
oklahoma-state-cowboys,1317
notre-dame-fighting-irish,1280
stanford-cardinal,1205
iowa-hawkeyes,1152
lsu-tigers,1111
utah-utes,961
florida-gators,948
oklahoma-sooners,919
tcu-horned-frogs,902
michigan-state-spartans,868
michigan-wolverines,745
houston-cougars,622
north-carolina-tar-heels,567
ucla-bruins,461
florida-state-seminoles,437
mississippi-state-bulldogs,416
temple-owls,368
navy-midshipmen,270
wisconsin-badgers,233
northwestern-wildcats,223
memphis-tigers,188
usc-trojans,129
byu-cougars,47
ole-miss-rebels,32
boise-state-broncos,8
texas-am-aggies,7
toledo-rockets,6
western-kentucky-hilltoppers,4
washington-state-cougars,4
