Teams,Borda Points
clemson-tigers,1489
ohio-state-buckeyes,1460
alabama-crimson-tide,1376
baylor-bears,1351
oklahoma-state-cowboys,1256
notre-dame-fighting-irish,1219
stanford-cardinal,1144
iowa-hawkeyes,1091
lsu-tigers,1050
utah-utes,900
florida-gators,887
oklahoma-sooners,858
tcu-horned-frogs,841
michigan-state-spartans,807
michigan-wolverines,684
houston-cougars,561
north-carolina-tar-heels,507
ucla-bruins,403
florida-state-seminoles,379
mississippi-state-bulldogs,358
temple-owls,310
navy-midshipmen,218
wisconsin-badgers,183
northwestern-wildcats,178
memphis-tigers,137
usc-trojans,105
byu-cougars,35
ole-miss-rebels,22
boise-state-broncos,7
toledo-rockets,4
western-kentucky-hilltoppers,2
washington-state-cougars,2
