Teams,Borda Points
alabama-crimson-tide,1525
clemson-tigers,1464
stanford-cardinal,1360
ohio-state-buckeyes,1342
oklahoma-sooners,1270
michigan-state-spartans,1227
tcu-horned-frogs,1098
houston-cougars,1050
iowa-hawkeyes,981
ole-miss-rebels,975
notre-dame-fighting-irish,953
michigan-wolverines,911
baylor-bears,820
florida-state-seminoles,630
north-carolina-tar-heels,563
lsu-tigers,546
utah-utes,499
navy-midshipmen,465
oregon-ducks,391
oklahoma-state-cowboys,372
wisconsin-badgers,332
tennessee-volunteers,260
northwestern-wildcats,203
western-kentucky-hilltoppers,128
florida-gators,127
georgia-bulldogs,109
washington-state-cougars,51
mississippi-state-bulldogs,47
san-diego-state-aztecs,44
toledo-rockets,28
arkansas-razorbacks,28
usc-trojans,10
boise-state-broncos,4
duke-blue-devils,3
temple-owls,2
byu-cougars,1
