Teams,Borda Points
ohio-state-buckeyes,1425
baylor-bears,1397
utah-utes,1368
tcu-horned-frogs,1368
clemson-tigers,1284
michigan-state-spartans,1177
florida-gators,1121
texas-am-aggies,1097
alabama-crimson-tide,1084
florida-state-seminoles,995
michigan-wolverines,952
ole-miss-rebels,863
notre-dame-fighting-irish,827
stanford-cardinal,723
oklahoma-state-cowboys,674
iowa-hawkeyes,581
ucla-bruins,546
oklahoma-sooners,400
northwestern-wildcats,374
boise-state-broncos,316
toledo-rockets,290
california-golden-bears,250
houston-cougars,159
duke-blue-devils,144
temple-owls,132
memphis-tigers,84
arizona-state-sun-devils,34
mississippi-state-bulldogs,24
georgia-bulldogs,20
texas-tech-red-raiders,13
byu-cougars,10
western-kentucky-hilltoppers,8
usc-trojans,7
kentucky-wildcats,6
penn-state-nittany-lions,5
navy-midshipmen,4
north-carolina-tar-heels,2
