Teams,Borda Points
georgia-bulldogs,1566
texas-longhorns,1492
ohio-state-buckeyes,1476
alabama-crimson-tide,1334
ole-miss-rebels,1329
missouri-tigers,1147
tennessee-volunteers,1136
penn-state-nittany-lions,1122
miami-fl-hurricanes,1108
usc-trojans,1059
utah-utes,1052
oklahoma-state-cowboys,794
kansas-state-wildcats,764
oklahoma-sooners,731
lsu-tigers,581
michigan-wolverines,561
notre-dame-fighting-irish,485
louisville-cardinals,440
arizona-wildcats,438
iowa-state-cyclones,363
clemson-tigers,346
nebraska-cornhuskers,172
boston-college-eagles,143
northern-illinois-huskies,142
illinois-fighting-illini,129
boise-state-broncos,98
syracuse-orange,90
texas-am-aggies,85
memphis-tigers,48
washington-huskies,34
iowa-hawkeyes,30
kansas-jayhawks,28
vanderbilt-commodores,24
south-carolina-gamecocks,13
liberty-flames,12
unlv-rebels,11
wisconsin-badgers,10
north-carolina-tar-heels,8
california-golden-bears,4
byu-cougars,3
ucf-knights,2
tcu-horned-frogs,2
