Teams,Borda Points
georgia-bulldogs,1566
texas-longhorns,1492
ohio-state-buckeyes,1476
alabama-crimson-tide,1337
ole-miss-rebels,1328
missouri-tigers,1152
penn-state-nittany-lions,1126
oregon-ducks,1111
miami-fl-hurricanes,1109
usc-trojans,1065
utah-utes,1051
oklahoma-state-cowboys,796
kansas-state-wildcats,763
oklahoma-sooners,734
lsu-tigers,582
michigan-wolverines,562
notre-dame-fighting-irish,485
louisville-cardinals,440
arizona-wildcats,439
iowa-state-cyclones,363
clemson-tigers,346
nebraska-cornhuskers,173
boston-college-eagles,143
northern-illinois-huskies,142
illinois-fighting-illini,129
boise-state-broncos,98
syracuse-orange,90
texas-am-aggies,85
memphis-tigers,48
washington-huskies,34
iowa-hawkeyes,30
kansas-jayhawks,28
vanderbilt-commodores,24
south-carolina-gamecocks,13
liberty-flames,12
unlv-rebels,11
wisconsin-badgers,10
north-carolina-tar-heels,8
california-golden-bears,4
byu-cougars,3
ucf-knights,2
tcu-horned-frogs,2
