Teams,Borda Points
texas-longhorns,1527
georgia-bulldogs,1482
ohio-state-buckeyes,1432
alabama-crimson-tide,1328
tennessee-volunteers,1283
ole-miss-rebels,1269
miami-fl-hurricanes,1139
oregon-ducks,1073
penn-state-nittany-lions,1051
utah-utes,1037
missouri-tigers,1009
michigan-wolverines,805
usc-trojans,690
lsu-tigers,637
louisville-cardinals,554
notre-dame-fighting-irish,549
clemson-tigers,543
iowa-state-cyclones,530
illinois-fighting-illini,463
oklahoma-state-cowboys,391
oklahoma-sooners,377
byu-cougars,328
kansas-state-wildcats,172
texas-am-aggies,77
washington-state-cougars,70
boise-state-broncos,70
indiana-hoosiers,65
unlv-rebels,54
pittsburgh-panthers,39
nebraska-cornhuskers,26
iowa-hawkeyes,25
james-madison-dukes,15
south-carolina-gamecocks,8
liberty-flames,4
ucf-knights,3
arkansas-razorbacks,3
arizona-wildcats,2
southern-methodist-mustangs,2
navy-midshipmen,1
