Teams,Borda Points
texas-longhorns,1515
georgia-bulldogs,1494
ohio-state-buckeyes,1438
alabama-crimson-tide,1337
ole-miss-rebels,1294
tennessee-volunteers,1171
missouri-tigers,1109
miami-fl-hurricanes,1083
oregon-ducks,1078
penn-state-nittany-lions,1030
usc-trojans,992
utah-utes,893
kansas-state-wildcats,823
oklahoma-state-cowboys,728
oklahoma-sooners,638
lsu-tigers,534
notre-dame-fighting-irish,468
michigan-wolverines,442
louisville-cardinals,418
iowa-state-cyclones,345
clemson-tigers,291
nebraska-cornhuskers,267
northern-illinois-huskies,152
illinois-fighting-illini,129
texas-am-aggies,80
memphis-tigers,77
boise-state-broncos,62
syracuse-orange,55
unlv-rebels,55
boston-college-eagles,48
washington-state-cougars,31
arizona-wildcats,15
indiana-hoosiers,13
california-golden-bears,11
toledo-rockets,9
liberty-flames,4
arizona-state-sun-devils,4
ucf-knights,4
north-carolina-tar-heels,3
south-carolina-gamecocks,3
byu-cougars,2
pittsburgh-panthers,1
