Teams,Borda Points
georgia-bulldogs,1532
ohio-state-buckeyes,1490
oregon-ducks,1403
texas-longhorns,1386
alabama-crimson-tide,1260
ole-miss-rebels,1189
notre-dame-fighting-irish,1122
penn-state-nittany-lions,1061
michigan-wolverines,995
florida-state-seminoles,971
missouri-tigers,927
utah-utes,887
lsu-tigers,805
clemson-tigers,689
tennessee-volunteers,630
oklahoma-sooners,566
oklahoma-state-cowboys,539
kansas-state-wildcats,527
miami-fl-hurricanes,492
texas-am-aggies,293
arizona-wildcats,239
kansas-jayhawks,232
usc-trojans,173
north-carolina-state-wolfpack,172
iowa-hawkeyes,141
louisville-cardinals,112
virginia-tech-hokies,80
boise-state-broncos,50
southern-methodist-mustangs,35
liberty-flames,33
washington-huskies,23
west-virginia-mountaineers,18
wisconsin-badgers,16
memphis-tigers,16
nebraska-cornhuskers,16
utsa-roadrunners,7
tulane-green-wave,5
appalachian-state-mountaineers,4
kentucky-wildcats,4
auburn-tigers,2
colorado-buffaloes,1
