Teams,Borda Points
georgia-bulldogs,1541
michigan-wolverines,1492
ohio-state-buckeyes,1393
florida-state-seminoles,1388
washington-huskies,1355
oklahoma-sooners,1277
penn-state-nittany-lions,1253
texas-longhorns,1098
oregon-ducks,1034
north-carolina-tar-heels,1011
alabama-crimson-tide,987
oregon-state-beavers,834
ole-miss-rebels,825
utah-utes,695
notre-dame-fighting-irish,664
duke-blue-devils,593
tennessee-volunteers,557
usc-trojans,530
lsu-tigers,493
missouri-tigers,366
louisville-cardinals,312
air-force-falcons,252
tulane-green-wave,139
iowa-hawkeyes,131
ucla-bruins,124
james-madison-dukes,71
washington-state-cougars,12
florida-gators,12
fresno-state-bulldogs,7
liberty-flames,5
wyoming-cowboys,4
kentucky-wildcats,4
kansas-jayhawks,2
west-virginia-mountaineers,1
miami-fl-hurricanes,1
oklahoma-state-cowboys,1
