Teams,Borda Points
georgia-bulldogs,1541
michigan-wolverines,1457
texas-longhorns,1358
florida-state-seminoles,1355
usc-trojans,1275
ohio-state-buckeyes,1272
penn-state-nittany-lions,1200
washington-huskies,1175
notre-dame-fighting-irish,1051
oregon-ducks,944
utah-utes,927
lsu-tigers,820
oregon-state-beavers,748
ole-miss-rebels,695
oklahoma-sooners,648
north-carolina-tar-heels,610
duke-blue-devils,575
colorado-buffaloes,549
miami-fl-hurricanes,408
washington-state-cougars,329
ucla-bruins,248
tennessee-volunteers,229
iowa-hawkeyes,163
florida-gators,128
missouri-tigers,102
clemson-tigers,98
kansas-state-wildcats,59
fresno-state-bulldogs,26
tcu-horned-frogs,25
tulane-green-wave,21
kansas-jayhawks,19
kentucky-wildcats,13
byu-cougars,5
maryland-terrapins,5
wisconsin-badgers,3
syracuse-orange,3
louisville-cardinals,2
auburn-tigers,2
