Teams,Borda Points
georgia-bulldogs,1558
michigan-wolverines,1485
ohio-state-buckeyes,1453
florida-state-seminoles,1411
washington-huskies,1333
oregon-ducks,1240
texas-longhorns,1190
alabama-crimson-tide,1143
penn-state-nittany-lions,1075
ole-miss-rebels,1027
louisville-cardinals,926
oregon-state-beavers,772
utah-utes,734
tennessee-volunteers,704
oklahoma-state-cowboys,660
missouri-tigers,644
oklahoma-sooners,547
lsu-tigers,532
kansas-jayhawks,497
tulane-green-wave,357
james-madison-dukes,301
notre-dame-fighting-irish,277
arizona-wildcats,181
north-carolina-tar-heels,97
liberty-flames,93
fresno-state-bulldogs,76
usc-trojans,50
air-force-falcons,26
toledo-rockets,26
ucla-bruins,12
iowa-hawkeyes,6
southern-methodist-mustangs,5
duke-blue-devils,4
west-virginia-mountaineers,3
texas-am-aggies,2
clemson-tigers,1
north-carolina-state-wolfpack,1
