Teams,Borda Points
georgia-bulldogs,1536
michigan-wolverines,1507
ohio-state-buckeyes,1457
florida-state-seminoles,1419
oklahoma-sooners,1316
texas-longhorns,1213
oregon-ducks,1196
alabama-crimson-tide,1134
penn-state-nittany-lions,1061
oregon-state-beavers,985
ole-miss-rebels,952
utah-utes,931
notre-dame-fighting-irish,781
lsu-tigers,750
missouri-tigers,657
north-carolina-tar-heels,569
louisville-cardinals,480
air-force-falcons,457
duke-blue-devils,430
tennessee-volunteers,363
tulane-green-wave,308
ucla-bruins,297
usc-trojans,243
james-madison-dukes,223
florida-gators,45
liberty-flames,25
kansas-state-wildcats,23
miami-fl-hurricanes,19
fresno-state-bulldogs,12
oklahoma-state-cowboys,8
toledo-rockets,5
kentucky-wildcats,3
rutgers-scarlet-knights,3
unlv-rebels,2
wisconsin-badgers,2
