Teams,Borda Points
georgia-bulldogs,1553
michigan-wolverines,1494
ohio-state-buckeyes,1446
florida-state-seminoles,1421
washington-huskies,1327
oregon-ducks,1244
texas-longhorns,1191
penn-state-nittany-lions,1094
oklahoma-sooners,1056
ole-miss-rebels,1053
notre-dame-fighting-irish,909
lsu-tigers,879
missouri-tigers,777
louisville-cardinals,728
oregon-state-beavers,618
air-force-falcons,589
utah-utes,573
tennessee-volunteers,535
ucla-bruins,389
tulane-green-wave,362
kansas-jayhawks,304
james-madison-dukes,247
usc-trojans,181
kansas-state-wildcats,149
oklahoma-state-cowboys,97
north-carolina-tar-heels,70
liberty-flames,69
fresno-state-bulldogs,23
miami-fl-hurricanes,15
arizona-wildcats,10
toledo-rockets,5
rutgers-scarlet-knights,4
