Teams,Borda Points
georgia-bulldogs,1573
michigan-wolverines,1501
alabama-crimson-tide,1430
lsu-tigers,1329
usc-trojans,1298
penn-state-nittany-lions,1237
florida-state-seminoles,1206
clemson-tigers,1094
washington-huskies,1039
texas-longhorns,945
tennessee-volunteers,931
notre-dame-fighting-irish,925
utah-utes,874
oregon-ducks,795
kansas-state-wildcats,572
tcu-horned-frogs,472
oregon-state-beavers,460
wisconsin-badgers,443
north-carolina-tar-heels,348
oklahoma-sooners,342
ole-miss-rebels,332
tulane-green-wave,271
texas-am-aggies,261
iowa-hawkeyes,158
texas-tech-red-raiders,129
south-carolina-gamecocks,95
utsa-roadrunners,91
ucla-bruins,84
arkansas-razorbacks,27
boise-state-broncos,24
pittsburgh-panthers,20
kentucky-wildcats,19
troy-trojans,13
louisville-cardinals,11
auburn-tigers,9
minnesota-golden-gophers,9
toledo-rockets,7
florida-gators,6
duke-blue-devils,6
illinois-fighting-illini,5
mississippi-state-bulldogs,5
coastal-carolina-chanticleers,4
baylor-bears,4
liberty-flames,2
james-madison-dukes,2
south-alabama-jaguars,2
north-carolina-state-wolfpack,2
