Teams,Borda Points
georgia-bulldogs,1540
michigan-wolverines,1458
florida-state-seminoles,1413
texas-longhorns,1338
usc-trojans,1269
ohio-state-buckeyes,1265
penn-state-nittany-lions,1204
washington-huskies,1102
notre-dame-fighting-irish,1015
alabama-crimson-tide,953
tennessee-volunteers,929
utah-utes,847
oregon-ducks,827
lsu-tigers,667
kansas-state-wildcats,637
oregon-state-beavers,605
ole-miss-rebels,507
colorado-buffaloes,481
oklahoma-sooners,454
north-carolina-tar-heels,445
duke-blue-devils,423
miami-fl-hurricanes,231
washington-state-cougars,129
ucla-bruins,109
iowa-hawkeyes,107
clemson-tigers,88
arkansas-razorbacks,33
kansas-jayhawks,19
tulane-green-wave,17
wisconsin-badgers,10
mississippi-state-bulldogs,5
kentucky-wildcats,5
cincinnati-bearcats,3
minnesota-golden-gophers,3
fresno-state-bulldogs,2
oklahoma-state-cowboys,2
james-madison-dukes,1
maryland-terrapins,1
wyoming-cowboys,1
