Teams,Borda Points
alabama-crimson-tide,1524
michigan-wolverines,1435
clemson-tigers,1401
washington-huskies,1370
louisville-cardinals,1266
ohio-state-buckeyes,1208
texas-am-aggies,1175
nebraska-cornhuskers,1011
florida-gators,988
auburn-tigers,986
oklahoma-sooners,896
baylor-bears,748
west-virginia-mountaineers,680
lsu-tigers,647
utah-utes,567
western-michigan-broncos,542
north-carolina-tar-heels,483
florida-state-seminoles,461
penn-state-nittany-lions,448
colorado-buffaloes,431
oklahoma-state-cowboys,412
virginia-tech-hokies,403
boise-state-broncos,252
washington-state-cougars,179
houston-cougars,79
usc-trojans,51
san-diego-state-aztecs,31
troy-trojans,29
tennessee-volunteers,22
south-florida-bulls,18
arkansas-razorbacks,9
wyoming-cowboys,8
tulsa-golden-hurricane,4
