Teams,Borda Points
clemson-tigers,1500
alabama-crimson-tide,1440
usc-trojans,1292
washington-huskies,1277
oklahoma-sooners,1252
ohio-state-buckeyes,1240
penn-state-nittany-lions,1130
florida-state-seminoles,1105
wisconsin-badgers,1032
michigan-wolverines,1001
oklahoma-state-cowboys,920
stanford-cardinal,730
lsu-tigers,651
florida-gators,640
western-michigan-broncos,619
virginia-tech-hokies,610
colorado-buffaloes,585
west-virginia-mountaineers,368
south-florida-bulls,358
miami-fl-hurricanes,338
louisville-cardinals,278
tennessee-volunteers,253
utah-utes,222
auburn-tigers,206
san-diego-state-aztecs,113
kansas-state-wildcats,84
georgia-tech-yellow-jackets,48
nebraska-cornhuskers,38
western-kentucky-hilltoppers,33
air-force-falcons,30
pittsburgh-panthers,21
boise-state-broncos,19
iowa-hawkeyes,14
minnesota-golden-gophers,12
tulsa-golden-hurricane,11
byu-cougars,9
north-carolina-tar-heels,8
houston-cougars,8
washington-state-cougars,1
navy-midshipmen,1
