Teams,Borda Points
alabama-crimson-tide,1524
michigan-wolverines,1435
clemson-tigers,1401
washington-huskies,1369
louisville-cardinals,1274
ohio-state-buckeyes,1223
wisconsin-badgers,1158
nebraska-cornhuskers,1009
florida-gators,987
auburn-tigers,985
oklahoma-sooners,893
baylor-bears,750
west-virginia-mountaineers,680
lsu-tigers,647
utah-utes,567
western-michigan-broncos,542
north-carolina-tar-heels,483
florida-state-seminoles,461
penn-state-nittany-lions,448
colorado-buffaloes,431
oklahoma-state-cowboys,412
virginia-tech-hokies,403
boise-state-broncos,252
washington-state-cougars,179
houston-cougars,79
usc-trojans,51
san-diego-state-aztecs,31
troy-trojans,29
tennessee-volunteers,22
south-florida-bulls,18
arkansas-razorbacks,9
wyoming-cowboys,8
tulsa-golden-hurricane,4
