Teams,Borda Points
alabama-crimson-tide,1525
ohio-state-buckeyes,1455
louisville-cardinals,1357
michigan-wolverines,1323
clemson-tigers,1304
wisconsin-badgers,1214
washington-huskies,1150
oklahoma-sooners,1064
penn-state-nittany-lions,961
west-virginia-mountaineers,920
utah-utes,807
colorado-buffaloes,797
oklahoma-state-cowboys,659
western-michigan-broncos,635
usc-trojans,584
lsu-tigers,583
florida-state-seminoles,570
auburn-tigers,544
nebraska-cornhuskers,505
washington-state-cougars,501
florida-gators,435
boise-state-broncos,316
texas-am-aggies,238
san-diego-state-aztecs,100
troy-trojans,69
houston-cougars,49
north-carolina-tar-heels,45
tennessee-volunteers,21
navy-midshipmen,20
stanford-cardinal,16
western-kentucky-hilltoppers,11
pittsburgh-panthers,9
south-florida-bulls,8
arkansas-razorbacks,7
iowa-hawkeyes,4
ole-miss-rebels,2
minnesota-golden-gophers,1
