Teams,Borda Points
clemson-tigers,1500
alabama-crimson-tide,1440
usc-trojans,1292
washington-huskies,1277
oklahoma-sooners,1252
ohio-state-buckeyes,1240
penn-state-nittany-lions,1130
florida-state-seminoles,1105
wisconsin-badgers,1032
michigan-wolverines,1001
oklahoma-state-cowboys,920
stanford-cardinal,730
lsu-tigers,652
florida-gators,640
western-michigan-broncos,619
virginia-tech-hokies,611
colorado-buffaloes,585
west-virginia-mountaineers,368
south-florida-bulls,359
miami-fl-hurricanes,339
louisville-cardinals,279
tennessee-volunteers,254
utah-utes,222
auburn-tigers,206
san-diego-state-aztecs,114
kansas-state-wildcats,83
georgia-tech-yellow-jackets,47
nebraska-cornhuskers,40
western-kentucky-hilltoppers,33
air-force-falcons,31
pittsburgh-panthers,21
iowa-hawkeyes,15
minnesota-golden-gophers,12
tulsa-golden-hurricane,10
byu-cougars,9
houston-cougars,9
north-carolina-tar-heels,8
temple-owls,8
navy-midshipmen,2
washington-state-cougars,1
