Teams,Borda Points
alabama-crimson-tide,1469
clemson-tigers,1443
oklahoma-sooners,1352
florida-state-seminoles,1325
lsu-tigers,1269
ohio-state-buckeyes,1224
michigan-wolverines,1147
stanford-cardinal,1029
tennessee-volunteers,1021
notre-dame-fighting-irish,1006
ole-miss-rebels,718
michigan-state-spartans,710
tcu-horned-frogs,707
washington-huskies,651
houston-cougars,644
ucla-bruins,496
iowa-hawkeyes,484
georgia-bulldogs,448
louisville-cardinals,447
usc-trojans,344
oklahoma-state-cowboys,316
north-carolina-tar-heels,283
baylor-bears,280
oregon-ducks,218
florida-gators,180
miami-fl-hurricanes,159
texas-am-aggies,81
utah-utes,74
washington-state-cougars,68
boise-state-broncos,49
san-diego-state-aztecs,46
wisconsin-badgers,42
auburn-tigers,22
pittsburgh-panthers,15
arkansas-razorbacks,14
nebraska-cornhuskers,12
texas-longhorns,12
navy-midshipmen,8
northwestern-wildcats,5
western-kentucky-hilltoppers,4
toledo-rockets,2
