Teams,Borda Points
alabama-crimson-tide,1525
clemson-tigers,1458
notre-dame-fighting-irish,1409
georgia-bulldogs,1336
oklahoma-sooners,1266
ohio-state-buckeyes,1229
ucf-knights,1146
michigan-wolverines,1058
texas-longhorns,959
washington-huskies,897
florida-gators,876
washington-state-cougars,818
lsu-tigers,818
penn-state-nittany-lions,751
west-virginia-mountaineers,673
kentucky-wildcats,602
utah-utes,537
syracuse-orange,476
boise-state-broncos,411
mississippi-state-bulldogs,328
northwestern-wildcats,326
texas-am-aggies,286
army-west-point-black-knights,173
iowa-state-cyclones,117
fresno-state-bulldogs,103
utah-state-aggies,94
missouri-tigers,89
cincinnati-bearcats,34
stanford-cardinal,11
iowa-hawkeyes,4
appalachian-state-mountaineers,2
buffalo-bulls,2
oregon-ducks,1
