Teams,Borda Points
alabama-crimson-tide,1497
georgia-bulldogs,1405
ohio-state-buckeyes,1395
clemson-tigers,1278
lsu-tigers,1233
notre-dame-fighting-irish,1216
oklahoma-sooners,1193
auburn-tigers,1002
west-virginia-mountaineers,998
washington-huskies,978
penn-state-nittany-lions,920
ucf-knights,759
kentucky-wildcats,707
stanford-cardinal,700
michigan-wolverines,687
wisconsin-badgers,642
miami-fl-hurricanes,601
oregon-ducks,465
texas-longhorns,406
michigan-state-spartans,286
colorado-buffaloes,233
florida-gators,216
north-carolina-state-wolfpack,128
virginia-tech-hokies,93
oklahoma-state-cowboys,90
boise-state-broncos,88
syracuse-orange,82
cincinnati-bearcats,40
iowa-hawkeyes,35
texas-am-aggies,31
washington-state-cougars,15
tcu-horned-frogs,13
maryland-terrapins,10
california-golden-bears,10
missouri-tigers,8
byu-cougars,3
mississippi-state-bulldogs,3
boston-college-eagles,3
arizona-state-sun-devils,2
appalachian-state-mountaineers,2
duke-blue-devils,1
hawaii-warriors,1
san-diego-state-aztecs,1
