Teams,Borda Points
alabama-crimson-tide,1517
clemson-tigers,1430
georgia-bulldogs,1408
ohio-state-buckeyes,1290
oklahoma-sooners,1266
wisconsin-badgers,1234
auburn-tigers,1225
stanford-cardinal,1024
washington-huskies,934
penn-state-nittany-lions,888
lsu-tigers,886
virginia-tech-hokies,847
west-virginia-mountaineers,839
tcu-horned-frogs,733
mississippi-state-bulldogs,710
boise-state-broncos,560
ucf-knights,552
michigan-wolverines,443
oregon-ducks,355
miami-fl-hurricanes,353
usc-trojans,295
arizona-state-sun-devils,177
oklahoma-state-cowboys,150
michigan-state-spartans,128
texas-am-aggies,115
utah-utes,112
boston-college-eagles,58
houston-cougars,45
maryland-terrapins,37
colorado-buffaloes,34
iowa-hawkeyes,32
kentucky-wildcats,29
duke-blue-devils,14
north-carolina-state-wolfpack,11
hawaii-warriors,9
ole-miss-rebels,7
south-florida-bulls,6
washington-state-cougars,5
south-carolina-gamecocks,4
florida-state-seminoles,2
