Teams,Borda Points
alabama-crimson-tide,1475
clemson-tigers,1406
notre-dame-fighting-irish,1355
lsu-tigers,1282
michigan-wolverines,1208
texas-longhorns,1146
georgia-bulldogs,1099
oklahoma-sooners,1034
ucf-knights,968
florida-gators,963
ohio-state-buckeyes,952
kentucky-wildcats,726
west-virginia-mountaineers,722
washington-state-cougars,666
washington-huskies,655
texas-am-aggies,604
penn-state-nittany-lions,506
iowa-hawkeyes,478
oregon-ducks,434
wisconsin-badgers,347
south-florida-bulls,286
north-carolina-state-wolfpack,182
utah-utes,170
stanford-cardinal,135
appalachian-state-mountaineers,80
texas-tech-red-raiders,54
san-diego-state-aztecs,49
utah-state-aggies,48
fresno-state-bulldogs,36
miami-fl-hurricanes,34
virginia-cavaliers,25
purdue-boilermakers,17
cincinnati-bearcats,8
michigan-state-spartans,8
auburn-tigers,3
mississippi-state-bulldogs,2
boston-college-eagles,2
uab-blazers,1
