Teams,Borda Points
alabama-crimson-tide,1497
georgia-bulldogs,1403
ohio-state-buckeyes,1396
clemson-tigers,1311
notre-dame-fighting-irish,1293
west-virginia-mountaineers,1156
washington-huskies,1091
penn-state-nittany-lions,1083
texas-longhorns,962
ucf-knights,929
oklahoma-sooners,893
lsu-tigers,819
florida-gators,752
wisconsin-badgers,745
miami-fl-hurricanes,638
oregon-ducks,554
kentucky-wildcats,531
colorado-buffaloes,462
auburn-tigers,385
north-carolina-state-wolfpack,384
texas-am-aggies,307
south-florida-bulls,179
mississippi-state-bulldogs,172
cincinnati-bearcats,152
iowa-hawkeyes,115
stanford-cardinal,72
washington-state-cougars,59
san-diego-state-aztecs,37
tcu-horned-frogs,27
appalachian-state-mountaineers,15
utah-state-aggies,13
utah-utes,3
south-carolina-gamecocks,3
hawaii-warriors,2
