Teams,Borda Points
alabama-crimson-tide,1517
clemson-tigers,1431
georgia-bulldogs,1412
ohio-state-buckeyes,1303
oklahoma-sooners,1286
wisconsin-badgers,1251
notre-dame-fighting-irish,1082
stanford-cardinal,1052
washington-huskies,945
penn-state-nittany-lions,897
lsu-tigers,891
virginia-tech-hokies,855
west-virginia-mountaineers,854
tcu-horned-frogs,738
mississippi-state-bulldogs,715
boise-state-broncos,561
ucf-knights,553
michigan-wolverines,443
oregon-ducks,355
miami-fl-hurricanes,353
usc-trojans,295
arizona-state-sun-devils,177
oklahoma-state-cowboys,150
michigan-state-spartans,128
texas-am-aggies,115
utah-utes,112
boston-college-eagles,58
houston-cougars,45
maryland-terrapins,37
colorado-buffaloes,34
iowa-hawkeyes,32
kentucky-wildcats,29
duke-blue-devils,14
north-carolina-state-wolfpack,11
hawaii-warriors,9
ole-miss-rebels,7
south-florida-bulls,6
washington-state-cougars,5
south-carolina-gamecocks,4
florida-state-seminoles,2
