Teams,Borda Points
alabama-crimson-tide,1525
clemson-tigers,1458
notre-dame-fighting-irish,1409
georgia-bulldogs,1336
oklahoma-sooners,1266
ohio-state-buckeyes,1229
ucf-knights,1146
michigan-wolverines,1058
texas-longhorns,959
washington-huskies,897
florida-gators,876
washington-state-cougars,818
lsu-tigers,818
penn-state-nittany-lions,751
west-virginia-mountaineers,672
kentucky-wildcats,602
utah-utes,536
syracuse-orange,476
boise-state-broncos,411
mississippi-state-bulldogs,325
northwestern-wildcats,322
texas-am-aggies,284
army-west-point-black-knights,169
iowa-state-cyclones,117
fresno-state-bulldogs,102
utah-state-aggies,92
missouri-tigers,89
north-carolina-state-wolfpack,39
cincinnati-bearcats,33
iowa-hawkeyes,4
appalachian-state-mountaineers,1
buffalo-bulls,1
oregon-ducks,1
